species num_alleles_mean num_alleles_mean.CIlow num_alleles_mean.CIhigh num_alleles_sd num_alleles_sd.CIlow num_alleles_sd.CIhigh exp_het_mean exp_het_mean.CIlow exp_het_mean.CIhigh exp_het_sd exp_het_sd.CIlow exp_het_sd.CIhigh obs_het_mean obs_het_mean.CIlow obs_het_mean.CIhigh obs_het_sd obs_het_sd.CIlow obs_het_sd.CIhigh mean_allele_size_sd mean_allele_size_sd.CIlow mean_allele_size_sd.CIhigh sd_allele_size_sd sd_allele_size_sd.CIlow sd_allele_size_sd.CIhigh mean_allele_size_kurtosis mean_allele_size_kurtosis.CIlow mean_allele_size_kurtosis.CIhigh sd_allele_size_kurtosis sd_allele_size_kurtosis.CIlow sd_allele_size_kurtosis.CIhigh mean_allele_range mean_allele_range.CIlow mean_allele_range.CIhigh sd_allele_range sd_allele_range.CIlow sd_allele_range.CIhigh mratio_mean mratio_mean.CIlow mratio_mean.CIhigh mratio_sd mratio_sd.CIlow mratio_sd.CIhigh prop_low_afs_mean prop_low_afs_mean.CIlow prop_low_afs_mean.CIhigh prop_low_afs_sd prop_low_afs_sd.CIlow prop_low_afs_sd.CIhigh
mediterranean_monk_seal 2.665375 2.5 2.8125 0.7248518135058332 0.51234753829798 0.9309493362512627 0.38964077985955287 0.3654493561722199 0.4116559513264816 0.19231829371072912 0.16879176327619355 0.2140310015011745 0.34437640854862184 0.3100711527628021 0.3783941664583178 0.19086347705284923 0.15638397814529847 0.22377859255392032 1.3551890738060466 1.2412198840602469 1.459822854402711 0.9734947899834058 0.8769451633336207 1.0550110206700036 8.147326623712004 5.092031775748953 11.655306165916747 11.562488702820001 5.379849095894775 17.71113330893722 4.246239583333334 3.625 4.5625 2.98380261600327 2.4358434541926814 3.3015148038438356 0.6312573358797295 0.5914137665935939 0.6891364371588556 0.2709768268501821 0.24277795468027094 0.29604780648067225 0.13275 0.0625 0.19791666666666666 0.20000434058307667 0.13220004482545325 0.25178759052173466
hawaiian_monk_seal 3.092222222222222 2.9444444444444446 3.2222222222222223 1.31778891877197 1.0846522890932808 1.5550886320704589 0.4630020250313422 0.44006555734034736 0.48449126081284216 0.16103471885323795 0.13836488596328894 0.1841884442815859 0.4553763546345958 0.41380045056546927 0.49408411497340893 0.1702832749060487 0.13606503891150318 0.20522158185437472 1.4794179210264935 1.3968184961985923 1.5574966584731367 0.8262508141305267 0.6778888784361181 0.9501226151446496 3.390929070407233 2.7976446848266274 4.455883807749346 2.706078231820799 1.4947458489653183 5.538265494764634 4.661453703703704 4.388888888888889 4.888888888888889 3.0991018572377875 2.52568504911445 3.456546313634558 0.6183708924563092 0.6055529501362835 0.6320546737213404 0.2082385288418433 0.1987213752037612 0.24480779668382946 0.0943115520282187 0.043973214285714296 0.15185185185185185 0.15415405564065074 0.10273331150464127 0.2086134334347998
bearded_seal 7.385538461538461 6.846153846153846 7.923076923076923 3.8718226243268106 3.2103095344135646 4.576030599700055 0.6797378042843233 0.6622091041869522 0.6961605404089581 0.17792726701664713 0.15466935187700848 0.2040929818613855 0.6207076923076923 0.5903846153846154 0.6519230769230769 0.17959466801860513 0.14943469720340843 0.21079490660669906 1.5209487222777394 1.430246932732625 1.6129606861207755 0.8830301408024194 0.7542361370560953 1.0062840785027143 4.344737509159074 3.524837501880037 5.648900022417266 3.1672201385042578 1.1802536460728514 7.366648038583911 7.149269230769231 6.538461538461538 7.6923076923076925 4.511843998701919 3.7672041043960705 5.201762507586661 0.9352464025041868 0.8830529329581931 0.9962160062160063 0.14169017485320964 0.08470298570210355 0.247208565109006 0.3828315949523737 0.31877187763217174 0.4432555291930292 0.1852975636678509 0.12596357311603648 0.24217247532332448
crabeater_seal 13.342428571428572 12.428571428571429 14.285714285714286 4.162426725781721 3.3380918415851206 5.014620986595596 0.8612842091932517 0.8480195346633317 0.8740086081790422 0.0892775912361529 0.0691796606095975 0.11160632011320464 0.8529144215788953 0.8161122758820127 0.8889239926739926 0.10934878050687907 0.06391894085428163 0.15822346364791995 3.634389481547476 3.409293090003209 3.8413900476540332 1.5467458285388447 1.3949013931649037 1.7048236888866901 3.3377460646888992 2.7526898128253636 4.198893793298175 1.6858276447506908 0.9170214291246771 3.307831446295352 15.189571428571428 14 16.714285714285715 5.3916443378073495 4.203031692393934 6.362277113159201 0.8399203431548378 0.7697209821797105 0.8950417693080976 0.118115660844209 0.06151866221206448 0.19775385373609386 0.4852599783711792 0.4111931022408964 0.5537639397864409 0.11902967356042056 0.06153795134864356 0.19017914333862115
leopard_seal 10.114285714285714 9.571428571428571 10.642857142857142 4.147138401953406 3.539862654129661 4.7671177958823066 0.7326889027544574 0.7169925263366953 0.748206649565339 0.20017923975694132 0.17541059427170266 0.2254877519046438 0.7240452192762971 0.6974754795642953 0.7495287709267973 0.2100160942183386 0.17878695346547066 0.23875776784856226 2.8133786608336964 2.6547518567400425 2.9589461582575414 1.8479774483389773 1.612417142315372 2.0870327605164727 5.59695981023646 4.512363672235646 6.936579007336621 3.916734618214792 1.9542586853441932 7.006252039787049 12.232464285714286 11.428571428571429 13.071428571428571 6.923840617959803 6.078676587110441 7.528845572415028 0.8243309699457311 0.7750633374067678 0.8711992430371358 0.1904965204696637 0.1512102121575033 0.23300513164872344 0.45847583771976463 0.40519775902785354 0.5114595610971661 0.1591756930345214 0.10864705415974615 0.2109069962738441
arctic_ringed_seal 16.398 15.4 17.5 4.118313310708841 3.062315754094894 5.164407411587811 0.881476842619406 0.8699002661368168 0.8917729430379746 0.06249677776720668 0.04533937231814564 0.08239077982712584 0.8656740384615385 0.835 0.8975 0.0740897452767468 0.04377912588062573 0.10790691617435144 3.9616842330188575 3.6019986985000574 4.496287408722296 1.797401012360186 1.0941717453301445 3.1026269191607967 5.0492360988064595 3.563274928447992 7.884151890533907 5.151355547560449 2.118225279330983 11.05880798617516 19.957633333333334 16.14875 25.75 12.804728061558185 4.41572306029585 27.388550665582535 0.9068577937268989 0.8282059287892707 0.9870081040073435 0.280827179541883 0.19249157644574624 0.3683782277679683 0.6071132720284519 0.5567398170392559 0.658068017255269 0.12237818858609463 0.07662810358026384 0.17553943690814153
ross_seal 11.566555555555556 10.88888888888889 12.222222222222221 7.159420888484398 6.227124794962416 8.136082168299547 0.7293884547238978 0.7112586057285424 0.7453782170712551 0.2074709805673348 0.1820911927425129 0.23279435934759232 0.7290084757834758 0.6908742877492878 0.7660968660968661 0.1933061096542497 0.1597277987042154 0.22516491988891663 2.2962376003038054 2.1728039500647576 2.4214074882023144 1.3385736883314834 1.1804930794775577 1.4889665156756642 5.4073468770041035 3.8655812687277282 7.437537003175419 4.4217431536074345 1.5013041018560793 8.526490818206328 10.53112962962963 9.777777777777779 11.222222222222221 5.558660779559659 4.713111806251137 6.3616004272317825 0.9728688328748234 0.9123780353607157 1 0.2913649092069722 0.19652126422510643 0.40766572127788364 0.4929094062845176 0.4196760603178166 0.5557814120036343 0.19393941224624184 0.13374503257306097 0.2688009430330277
weddell_seal 9.3236 8.8 9.933333333333334 3.1355479578188645 2.591193878173865 3.7226142405899316 0.7456764257191473 0.7279910337552743 0.7624953970080552 0.15402480482735031 0.12965184624824372 0.17847871023674072 0.721986452991453 0.68998824786324775 0.7550416666666666 0.1610618629202433 0.12916801069559425 0.1906032837062969 2.2551547575099553 2.120681901690281 2.3971283557009473 0.8628942034486031 0.6796385555896999 1.080632896088067 4.454489848779823 3.694993289512119 5.733657035770239 2.436364198588025 1.3338087545529826 5.696140614853132 10.5345 9.366666666666667 11.933333333333334 4.545276158192458 3.2080625494315376 7.102481122483755 0.8330673728164572 0.7762589485162703 0.8890906691435628 0.178814248347732 0.1146276810423797 0.2605963635956349 0.4332015954476094 0.37426334776334774 0.4928784899740782 0.17024012067561095 0.11937470517928438 0.2255987780062035
northern_fur_seal 12.185125 11.25 13 3.111256755467769 2.1671244937540095 4.071185066694206 0.8060181305607466 0.7878077115838489 0.824564576073615 0.19896521822988744 0.15396126355032957 0.2440492037713855 0.736892598270867 0.6959286556654978 0.7799124565571934 0.2600022113835489 0.21149437287920264 0.30559095944570835 4.122956625272443 3.734447307846156 4.467572660339531 1.9233847035569314 1.1376409781492898 2.6520744033425907 3.5832934508487333 2.78059338758028 4.898997602433222 2.1468163549510413 0.8817196031487748 4.769559222342208 16.29075 15.375 17.25 6.51411363101465 5.656814784902178 7.839688396823179 0.7666202344843289 0.7166635824811968 0.8154753232999482 0.25516976358872345 0.2063632597844829 0.31146041895767484 0.46887009561860565 0.3934035885989011 0.5421254557329925 0.16831545483190832 0.09354712910869305 0.24009116053509158
atlantic_walrus 6.0977 5.6 6.6 2.937346209879506 2.496385670047312 3.3731373362889334 0.6141085144775605 0.5865556861959839 0.6410376840457743 0.21261845479163885 0.18171736308296993 0.24475745904324694 0.5827496088756504 0.5385682368335233 0.6296544920426499 0.21097058553352624 0.1648400969992555 0.2530350850748595 1.555570011029433 1.4549798929956785 1.6503206571928926 0.8645012857900526 0.7723271971623734 0.964202444401432 5.071273437200821 3.7912725842615984 7.451223442528702 5.303025640084115 2.191412991136416 11.49323810184094 6.1457 5.6 6.65 3.067897202552839 2.5609243123008016 3.609160685772131 0.8537872485847486 0.8039599567099567 0.9080615981240981 0.1756208963256731 0.11712321273566918 0.21573731979665262 0.3007813436563436 0.2174788961038961 0.38308599733599735 0.18669071236270895 0.1175239577144505 0.2494443389979942
nes 2.442285714285714 2.3714285714285714 2.5428571428571427 0.6146697200070543 0.5469549011258115 0.7413648342533026 0.42351497085277795 0.4098013267511156 0.43676041152895995 0.16273503356425897 0.15050721819267007 0.17407385219666374 0.4020385657125125 0.3775560399488971 0.42540020948197643 0.1742280275715098 0.15367852721380365 0.1952519507027523 0.9849592887765555 0.9511695115656352 1.015749213180557 0.7369075465233016 0.6758745104408515 0.7934480452446587 4.50768473044673 2.997595618274259 6.494055937994571 8.842236037527696 2.912867656754305 14.418867005068694 2.5752151260504204 2.5142857142857142 2.6714285714285713 2.062156404748757 1.9882004869908336 2.2986181231975733 0.810674774909964 0.7955882352941176 0.8302721088435374 0.2487668766155753 0.23623755081490147 0.25683321191441194 0.07677571428571428 0.04047619047619048 0.11428571428571428 0.1515938660323163 0.11799958853526198 0.17802505079728714
ses 8.221846153846153 7.769230769230769 8.615384615384615 2.948338284504705 2.4987176198181626 3.3761037561001017 0.7818460947225142 0.770282659121145 0.7929965920155794 0.0905352932879246 0.07273277700539416 0.11188615890418126 0.766797466759815 0.733180473372781 0.800552268244576 0.1069905349620687 0.07667388061137001 0.13917660077764385 2.1743358209262547 2.0828068812484304 2.273525451523671 0.8922578962285759 0.8123995081768766 0.9720331477557421 3.378536695243624 2.6988273833171124 4.178053057388311 2.3600131080426006 1.136203383916478 3.7887761349532916 8.685461538461539 8.038461538461538 9.26923076923077 3.3605979499756757 2.7687877497414055 3.9362101041283073 0.8658976961560092 0.8185223514408297 0.9124527437445498 0.16021535171234558 0.12162864672623523 0.20096507811927405 0.3321414395433626 0.2754274544899545 0.3850873058565366 0.182804086519508 0.13981262567071176 0.22667591414439006
california_sea_lion 7.275230769230769 6.846153846153846 7.6923076923076925 2.0860922268496953 1.5275252316519468 2.7245912172439586 0.7430192339853926 0.7274981973345253 0.7586595475622278 0.06406801769402998 0.04683263373287421 0.0833377358845982 0.7392435120620701 0.7046190828402367 0.7735724852071005 0.0855892438094486 0.053372407685133745 0.11895103246546986 2.2638219867301332 2.162101323519115 2.3637153724385427 1.0362078341790888 0.8489757845648127 1.213759010873009 3.357808735556828 2.5706025092974594 5.317376681937276 2.7122218924519954 0.9960907236088536 6.613000116615048 8.364846153846154 7.615384615384615 9.461538461538462 4.0369487645724504 3.1478520831990435 5.250213657029809 0.8255871897493453 0.7658001251447607 0.8723404928404929 0.1789153307501669 0.13959354242464914 0.2253627142738299 0.33566636221998214 0.27315552503052504 0.3917920967920968 0.16971279809854461 0.11819116954088574 0.22149032917309597
south_american_sea_lion 6.6497142857142855 6.285714285714286 7 2.987859429572178 2.5556883288256214 3.4662144702387323 0.6715765411739487 0.6575668074163523 0.6852752867973296 0.1500032357177628 0.13395826318244694 0.16783214310689346 0.664134480768448 0.6355850287100286 0.6933791273922852 0.16087073433535076 0.13613218574779987 0.18884061183980877 1.9803303943316832 1.9010791564163427 2.051036314121303 1.4364394027779024 1.2581265139113733 1.5924365337032902 3.3457048505987563 2.965785251404454 3.8268912417790455 2.4749502944416437 1.687970968196731 3.644452935872646 7.558136363636364 7.090909090909091 8 4.900305773042514 4.34568875837956 5.331682638959482 0.8342708836675656 0.8083242022527737 0.8581232845753521 0.1668658860075462 0.14959381930860838 0.18614351428963213 0.3233944211692774 0.26632524221809933 0.38018471277399846 0.18676766573108283 0.14376586620792273 0.22480293062535786
new_zealand_sea_lion 6.344470588235294 6 6.647058823529412 3.0230188475295856 2.5464071436765314 3.441742034972133 0.6772327799089822 0.6606275180173121 0.6914975592079693 0.13162342835007243 0.1148500592930813 0.15008621298271876 0.6681504512637321 0.6364977110952343 0.696835407239819 0.12884127763829098 0.10059671687927575 0.15611489550455207 1.7719239205430233 1.6884785838207943 1.8479490648990173 0.9923414738093296 0.8837413910360084 1.0976272177372937 3.2775742048476313 2.886677306067231 3.711079429958105 1.5472488847380108 1.0484557097112952 2.2296847811402465 6.947117647058824 6.5 7.441911764705882 4.457642014571386 3.8967958781998737 4.971434947562333 0.8616129352087915 0.8292799607624086 0.8903466954025253 0.18202663015655793 0.15969585926759874 0.2048371151142857 0.29109196062972015 0.2335701022833376 0.350360644257703 0.20211831638330874 0.15799090813068448 0.24194178418662443
saimaa_ringed_seal 3.0638823529411763 2.8823529411764706 3.235294117647059 2.437792235151913 1.9039432764659772 2.9129528176142947 0.3597396598748797 0.33750730147959446 0.382359909729139 0.22595362538832423 0.21224762465530564 0.23935120254513828 0.33406912360085733 0.3075038699690403 0.359881221719457 0.21880182391862799 0.19428410331885593 0.2438316679188603 2.03815053472182 1.9091091711024084 2.1466058529548033 1.9191817929458708 1.7836510009821134 2.049890486912931 9.699953818403047 5.336723476063664 15.20649855041684 14.412448188576304 4.598757923615237 24.741243852630635 6.198589583333333 5.9411764705882355 6.6 5.246589319146156 4.957725700121686 5.540758070878027 0.5223423563552987 0.4992003252914069 0.5438923053642277 0.24109632852551893 0.219393177956612 0.2632011959483474 0.15384875271787035 0.08521613190730838 0.23218582887700534 0.22174902463938878 0.1707884430232226 0.26814262072291756
lagoda_ringed_seal 7.647058823529412 7.647058823529412 7.647058823529412 2.7600085251360236 2.7600085251360236 2.7600085251360236 0.7362428842504743 0.7362428842504743 0.7362428842504743 0.16401775858841702 0.16401775858841702 0.16401775858841702 0.6911764705882353 0.6911764705882353 0.6911764705882353 0.21590854119687972 0.21590854119687972 0.21590854119687972 2.8595629570430288 2.8595629570430288 2.8595629570430288 1.6071617150894053 1.6071617150894053 1.6071617150894053 3.1235536960011054 3.1235536960011054 3.1235536960011054 1.9866674865237899 1.9866674865237899 1.9866674865237899 9.382352941176471 9.382352941176471 9.382352941176471 4.862257101146242 4.862257101146242 4.862257101146242 0.7975730696318931 0.7975730696318931 0.7975730696318931 0.20254215446211432 0.20254215446211432 0.20254215446211432 0.2851604278074866 0.2851604278074866 0.2851604278074866 0.15988773582222005 0.15988773582222005 0.15988773582222005
baltic_ringed_seal 9 9 9 3.2015621187164243 3.2015621187164243 3.2015621187164243 0.7953820052098388 0.7953820052098388 0.7953820052098388 0.08493952248939698 0.08493952248939698 0.08493952248939698 0.7419234360410831 0.7419234360410831 0.7419234360410831 0.19748737312054626 0.19748737312054626 0.19748737312054626 2.8143509492694263 2.8143509492694263 2.8143509492694263 1.2162727328554002 1.2162727328554002 1.2162727328554002 3.0968174133255117 3.0968174133255117 3.0968174133255117 1.7381152927670032 1.7381152927670032 1.7381152927670032 10.235294117647058 10.235294117647058 10.235294117647058 4.62708617496889 4.62708617496889 4.62708617496889 0.8264921493295195 0.8264921493295195 0.8264921493295195 0.11178044293582691 0.11178044293582691 0.11178044293582691 0.39987267634326457 0.39987267634326457 0.39987267634326457 0.17329511548749285 0.17329511548749285 0.17329511548749285
new_zealand_fur_seal 9.94925 9.583333333333334 10.25 3.767635034991775 3.423321270205985 4.063883796954769 0.7778056693936081 0.7693208404820231 0.7861045627724219 0.16526640637690992 0.15024982213564453 0.1809320906651794 0.7217305625210231 0.7035525346956267 0.7391598449410949 0.166801779525828 0.1429564331655408 0.1896006011678887 2.996639969253565 2.9190915001257167 3.064236881805969 1.8690471079507525 1.7391543714465991 1.9865249526708408 3.417387154999817 3.1641806782135538 3.6952659048689434 1.7635708448539429 1.3096968572527778 2.3860761123304286 12.306416666666667 11.747916666666669 12.583333333333334 7.0900018858608425 6.9128777501037 7.267611837335688 0.8246561034079446 0.8044038942969443 0.8444635263589068 0.1805564597477587 0.15791860081142634 0.2014782699933129 0.4354715793261749 0.38522136632430753 0.475953303062678 0.1657590491029319 0.12952111432126487 0.2089155433875982
australian_fur_seal 6.5102 5.8 7.2 3.1733559488750975 2.4083189157584592 3.847076812334269 0.5892090506329114 0.5551882911392406 0.6201914556962025 0.2698550310407058 0.23131642547319928 0.304268445097369 0.576035 0.52 0.63 0.26438029681994324 0.21330362626191313 0.3125549936026219 2.090695634397292 1.9334091256279395 2.2259219411674116 1.2411129837575563 1.1212835689523255 1.3635497702585264 5.823401002618687 3.8708104305740894 10.09132121073902 6.303866933214263 2.982181177768371 15.693116562565493 7.701 7 8.4 4.386948417064015 3.7815340802378077 4.878524367060187 0.7996943351093351 0.7372585192585193 0.8510480769230769 0.20194031102035853 0.16732036636049652 0.2513879207493385 0.3903396608946609 0.2549821428571429 0.5120211038961039 0.14433909498269126 0.05090807992562106 0.24971914226086173
