loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
21	246	1	5	-19959.82	0.286356421265362	-19960.2	-19959.4	NA	NA	NA	NA	NA	NA	NA
21	246	2	5	-20189.54	264.793453468925	-20632.8	-19977.1	-229.720000000001	34.7870970476588	-494.227097047661	610.499999999996	768.478045105303	452.521954894689	2.30557059474902
21	246	3	5	-21029.76	687.278595621892	-21722.7	-19991.1	-840.219999999998	-417.73485784703	-1262.70514215296	636.580000000005	1029.85559900354	243.304400996472	0.926232832006049
21	246	4	5	-22506.56	716.488138771326	-23551.8	-21813.9	-1476.8	-1447.59045685057	-1506.00954314944	114.240000000005	1171.14569431041	-942.665694310402	0.159444370141159
21	246	5	5	-23869.12	1802.60337623117	-25944.7	-21864.5	-1362.56	-276.444762540157	-2448.67523745984	2214.36	2263.60631079589	2165.11368920411	1.22842330664537
21	246	6	5	-23017.32	667.241827975435	-23891.7	-22140.2	851.799999999999	1987.16154825573	-283.561548255733	2137.08	3492.99818693727	781.161813062727	3.20285676107026
21	246	7	5	-24302.6	3158.52156316844	-29890.1	-22169.4	-1285.28	1205.999735193	-3776.559735193	2781.12	3159.31332209366	2402.92667790633	0.880513222524954
21	246	8	5	-22806.76	1045.4351500691	-24437.2	-21719.4	1495.84	3608.92641309934	-617.246413099343	1048.83999999999	2408.71281952781	-311.03281952782	1.00325687339924
21	246	9	5	-22359.76	1798.64874364063	-25041.6	-20022.3	447.000000000004	1200.21359357153	-306.213593571522	3829.84	8114.58387054913	-454.903870549118	2.12928734058884
21	246	10	5	-25742.6	6836.60620776127	-37947.7	-22277.1	-3382.84	1655.11746412065	-8420.79746412065	NA	NA	NA	NA
