loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
17	16	1	5	-937.88	0.60580524923444	-938.8	-937.3	NA	NA	NA	NA	NA	NA	NA
17	16	2	5	-937.8	1.83847763108503	-939.7	-935.6	0.0799999999999272	1.31267238185051	-1.15267238185066	2.49999999999989	3.25231409808512	1.74768590191465	1.35982073305099
17	16	3	5	-940.22	2.31883591485038	-944.2	-938.7	-2.41999999999996	-1.93964171623461	-2.90035828376531	0.940000000000055	2.27263348414168	-0.392633484141575	0.405375815502973
17	16	4	5	-943.58	4.13182768275736	-948.2	-938.1	-3.36000000000001	-1.54700823209303	-5.172991767907	0.0599999999999454	1.14117883894141	-1.02117883894151	0.01452141875382
17	16	5	5	-947	4.86364061172288	-953.1	-942.3	-3.41999999999996	-2.68818707103444	-4.15181292896548	2.2600000000001	12.6503839412831	-8.13038394128285	0.464672491333509
17	16	6	5	-952.68	15.9858374819714	-970.7	-939.5	-5.68000000000006	5.44219687024841	-16.8021968702485	12.3000000000002	17.4119796697435	7.18802033025687	0.769431067585416
17	16	7	5	-946.06	9.9756202814662	-957.3	-937.5	6.62000000000012	12.6302172005053	0.609782799494953	11.4000000000002	12.0205562982221	10.7794437017783	1.14278608029822
17	16	8	5	-950.84	3.3448467827391	-955.6	-947.9	-4.78000000000009	1.85077349872701	-11.4107734987272	5.70000000000016	6.55867711153551	4.84132288846481	1.70411393114169
17	16	9	5	-949.92	10.8342973930015	-962.1	-938.8	0.920000000000073	8.40945061026252	-6.56945061026238	7.89999999999986	8.58255933038121	7.21744066961852	0.729165880669188
17	16	10	5	-941.1	4.02740611312044	-947.4	-937.2	8.81999999999994	15.626891279881	2.01310872011883	NA	NA	NA	NA
