loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
13	668	1	5	-23802.44	0.0894427191001136	-23802.5	-23802.3	NA	NA	NA	NA	NA	NA	NA
13	668	2	5	-23710.08	5.31667189132423	-23717.6	-23702.8	92.3600000000006	97.5872291722247	87.1327708277765	261.360000000004	330.270909992803	192.449090007205	49.1585723818114
13	668	3	5	-23879.08	79.4548110563472	-24017.6	-23815.9	-169.000000000004	-94.8618608349807	-243.138139165027	391.199999999997	475.840143617413	306.559856382581	4.92355333552513
13	668	4	5	-24439.28	238.233093838786	-24759	-24215.7	-560.200000000001	-401.421717217562	-718.97828278244	524.919999999998	1019.33389786901	30.5061021309835	2.20338825115211
13	668	5	5	-25524.4	891.42527449024	-26687.8	-24715.2	-1085.12	-431.927819348545	-1738.31218065145	1216.16	2758.82943418362	-326.509434183624	1.36428709708221
13	668	6	5	-27825.68	3087.28688932532	-32905.6	-25299.2	-2301.28	-105.418385164921	-4497.14161483508	3262.44	3336.11224514703	3188.76775485297	1.05673366841297
13	668	7	5	-26864.52	817.753029343212	-28060.5	-26128.4	961.16	3230.69385998211	-1308.37385998211	905.98	2935.56081592792	-1123.60081592792	1.10788950635579
13	668	8	5	-26809.34	577.799985289028	-27512.4	-26155.6	55.1800000000003	295.133044054184	-184.773044054184	959.200000000001	981.797208950323	936.602791049678	1.66009003880502
13	668	9	5	-27713.36	840.350238293534	-28507.6	-26610.2	-904.02	-641.469746995494	-1166.57025300451	675.060000000001	815.179724547223	534.94027545278	0.803307917625892
13	668	10	5	-27942.32	1243.02021584526	-29807.2	-26859.8	-228.959999999999	173.709977551729	-631.629977551727	NA	NA	NA	NA
