loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
37	88	1	5	-11278.72	1.49566038925946	-11280.3	-11277	NA	NA	NA	NA	NA	NA	NA
37	88	2	5	-10798.76	3.22614320822859	-10803.6	-10794.7	479.959999999999	481.690482818968	478.22951718103	200.059999999999	201.530510710688	198.589489289311	62.0121262719297
37	88	3	5	-10518.86	3.48611531650919	-10524.4	-10515.5	279.9	280.15997210828	279.640027891719	186.759999999998	198.84179935772	174.678200642277	53.5725250153256
37	88	4	5	-10425.72	15.8278867825115	-10443.3	-10404.5	93.1400000000012	105.481771466004	80.798228533999	54.5000000000018	66.0214868596858	42.9785131403179	3.44328972963213
37	88	5	5	-10387.08	39.6911451081977	-10449	-10351.5	38.6399999999994	62.5032583256856	14.7767416743132	108.24	120.420415558045	96.0595844419549	2.7270566194283
37	88	6	5	-10240.2	28.0083023405564	-10278.7	-10207.4	146.879999999999	158.56284276764	135.197157232358	109.679999999998	148.18198118817	71.1780188118269	3.91598172093353
37	88	7	5	-10203	78.1931262963693	-10290.4	-10118.4	37.2000000000007	87.3848239558136	-12.9848239558122	261.76	467.203054179834	56.3169458201662	3.347608829552
37	88	8	5	-10427.56	333.821004432016	-10838.2	-10074.6	-224.559999999999	31.0678781356474	-480.187878135646	481.199999999999	555.51820770868	406.881792291318	1.44149107938472
37	88	9	5	-10170.92	152.51133400505	-10428.5	-10056.8	256.639999999999	437.949670426965	75.3303295730337	1322.64	2281.59384332764	363.68615667236	8.67240463555449
37	88	10	5	-11236.92	1292.77484775966	-13108	-10007	-1066	74.2635137546049	-2206.2635137546	NA	NA	NA	NA
