loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
22	781	1	5	-45778.62	0.192353840616562	-45778.9	-45778.4	NA	NA	NA	NA	NA	NA	NA
22	781	2	5	-46031.44	111.136371184234	-46224	-45959.3	-252.82	-141.875982656382	-363.764017343618	383.699999999997	1319.51564005157	-552.115640051575	3.45251510294434
22	781	3	5	-46667.96	1157.89602857942	-48707.9	-45993.7	-636.519999999997	410.239657395193	-1683.27965739519	164.899999999994	1162.42509968953	-832.625099689545	0.142413477488392
22	781	4	5	-47139.58	1108.66147087377	-48995.6	-46256.7	-471.620000000003	-422.385442294352	-520.854557705653	556.320000000007	579.340885094023	533.299114905991	0.501794293943987
22	781	5	5	-47054.88	1180.91691367344	-48858.9	-46149.6	84.7000000000044	156.955442799672	12.4445572003372	764.51999999999	1792.68375040914	-263.643750409165	0.647395249528455
22	781	6	5	-46205.66	80.4977204646185	-46340	-46130.8	849.219999999994	1949.63919320882	-251.199193208828	1095.85999999999	2087.71964721695	104.00035278304	13.6135531997041
22	781	7	5	-46452.3	189.057266456487	-46704.2	-46254.4	-246.639999999999	-138.080454008131	-355.199545991868	772.379999999997	1677.4362320654	-132.676232065407	4.08542879349081
22	781	8	5	-47471.32	1202.67304451376	-48917.7	-46472	-1019.02	-5.40422194272332	-2032.63577805727	1847.5	1971.33443685314	1723.66556314686	1.53616147666047
22	781	9	5	-46642.84	312.891703309628	-47185.5	-46404.9	828.480000000003	1718.26134120414	-61.30134120413	1028.78000000001	1458.72665503299	598.833344967023	3.28797468618706
22	781	10	5	-46843.14	772.726389480778	-48213.1	-46383.8	-200.300000000003	259.534686171147	-660.134686171153	NA	NA	NA	NA
