loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK
22	270	1	5	-16796.46	0.350713558335398	-16797	-16796.1	NA	NA	NA	NA	NA	NA	NA
22	270	2	5	-17100.54	129.773506541204	-17252.1	-16932	-304.080000000002	-174.657207017133	-433.50279298287	258.900000000001	280.678195759755	237.121804240248	1.99501428989899
22	270	3	5	-17145.72	280.974495283825	-17645.9	-16986.8	-45.1800000000003	106.020988742621	-196.380988742622	112.66	189.672984797085	35.6470152029152	0.400961659833918
22	270	4	5	-17303.56	206.786491338288	-17582.8	-17038.1	-157.84	-83.6519960544632	-232.028003945537	1.35999999999694	108.170526345425	-105.450526345431	0.00657683193517742
22	270	5	5	-17462.76	387.785021629253	-18019	-17086.2	-159.199999999997	21.7985302909676	-340.198530290962	69.9399999999951	105.661278626873	34.2187213731171	0.180357662361859
22	270	6	5	-17552.02	171.06521271141	-17806	-17372.1	-89.260000000002	127.459808917841	-305.979808917845	74.5800000000017	188.61070659477	-39.4507065947666	0.435974087413198
22	270	7	5	-17566.7	273.754315034485	-17884.1	-17157.8	-14.6800000000003	88.0091023230739	-117.369102323075	91.5599999999977	269.208585833246	-86.0885858332503	0.334460481430088
22	270	8	5	-17672.94	554.092003190807	-18585.9	-17078.1	-106.239999999998	174.097688156324	-386.57768815632	298.140000000003	364.395117445677	231.884882554329	0.538069487166621
22	270	9	5	-18077.32	207.499197588811	-18396.4	-17820.3	-404.380000000001	-57.7871943980049	-750.972805601997	259.639999999999	261.477509427473	257.802490572526	1.25128194719342
22	270	10	5	-18222.06	555.929512618281	-18980.6	-17734.2	-144.740000000002	203.690315029468	-493.170315029472	NA	NA	NA	NA
