title grey seals all colonies										
Hg4_2										
Hg6_1										
Hg6_3										
Hg8_9										
Hg8_1										
Pv9										
Pv11										
Pop										
291	,	5761	5662	7575	6167	3541	6472	6668		
292	,	5157	6264	7379	6163	3537	6270	0000		
293	,	5157	6262	7579	5959	3537	6264	6666		
294	,	5157	6264	7379	5767	0000	6670	6868		
295	,	5153	5660	6973	6163	0000	6472	6066		
296	,	5157	6264	7171	4963	0000	6666	6666		
297	,	5153	6264	7375	5961	0000	7070	6868		
298	,	5151	5062	7579	4965	0000	6666	6670		
299	,	3953	6262	6979	5961	0000	7070	6868		
300	,	5561	6264	7375	5959	0000	6464	6870		
301	,	5153	6264	7375	5959	0000	6264	6868		
302	,	0000	6264	7373	6167	3751	6670	6668		
303	,	5151	5064	7377	5961	3741	6672	6868		
304	,	5151	6264	7173	5163	3741	6472	6870		
305	,	5151	6264	6973	5161	4141	6472	6870		
306	,	5153	5664	7579	5967	3941	6272	6870		
307	,	5153	6262	7579	5559	4743	6064	6668		
308	,	5157	6262	7779	4961	4151	6264	6666		
309	,	5153	6264	7579	5967	3941	6262	6468		
310	,	3951	6264	7375	5959	3539	6668	6666		
311	,	3951	6464	7375	5359	4141	6264	6666		
312	,	5151	6264	7377	5167	4141	6466	6666		
313	,	3951	6262	6973	5961	3943	6270	6870		
314	,	5151	5062	7379	5961	3535	6672	6066		
315	,	5151	6466	7379	5161	3539	6266	6066		
316	,	5151	5060	6977	4959	3939	6264	6870		
317	,	5151	6262	7375	5763	3541	6272	6068		
318	,	5151	6262	7375	5965	4141	6262	6872		
319	,	5151	6264	7375	5559	3541	6468	6868		
320	,	5353	6264	7577	5761	3539	6264	6066		
321	,	5151	6466	7173	5959	3539	6264	6672		
322	,	5157	6262	7379	4961	3939	6270	6868		
323	,	5153	5060	7577	5757	3539	6672	6666		
324	,	5153	6064	7173	4959	3343	6670	6870		
325	,	5353	6262	7173	5959	3941	6272	6060		
326	,	5157	6464	7373	4965	3739	6468	6872		
327	,	5157	6264	7173	5967	3539	6464	6668		
328	,	5151	6264	7373	6165	3339	6262	6666		
329	,	5353	6262	7375	6365	3939	6268	7072		
330	,	5151	6264	6975	5959	3939	6470	6870		
331	,	5151	6264	7375	6167	4147	6670	6666		
332	,	3951	6064	6977	5967	4141	6270	6670		
333	,	5151	6464	7375	5559	3941	6464	6868		
334	,	5159	5662	7379	5761	3535	6264	6668		
335	,	5151	6064	7575	4957	3943	6262	6672		
336	,	3939	6064	7375	5757	3739	6464	6870		
337	,	5357	6464	7379	5967	3943	7072	6066		
338	,	5151	6262	7379	5967	3739	6670	6666		
339	,	5157	6464	7379	6163	3939	6264	6070		
340	,	3951	6062	7579	5163	3941	6272	6870		
341	,	5151	6464	7577	5959	3941	6272	6668		
342	,	5153	5062	7379	5159	3739	6270	6868		
343	,	5151	6264	7379	5959	3947	6264	6872		
344	,	5151	5060	7375	6567	3739	6264	6672		
345	,	3953	6262	6973	5767	3941	7272	6666		
346	,	5157	6264	7171	5961	3943	6272	6868		
347	,	3953	6064	6975	5961	3941	6470	6668		
348	,	5157	6262	7373	5963	4141	6870	6466		
349	,	3951	6464	7379	6167	3741	6264	6870		
350	,	5159	6062	7577	5763	4147	6666	6668		
351	,	3951	6266	7375	5959	3941	6472	6668		
352	,	5151	6262	7379	5757	4347	6264	6672		
353	,	5153	6262	7375	6163	4143	6470	6666		
354	,	5353	6264	7175	4959	3739	6472	6068		
355	,	5151	6264	7579	4959	3737	6470	7070		
356	,	5357	6264	7779	5767	3741	6464	6868		
357	,	5153	5656	7577	5967	0000	6472	6868		
358	,	3957	6264	7173	5367	4141	6262	6870		
359	,	5153	6464	7577	5959	4141	6066	6870		
360	,	5353	6262	7175	5963	3739	6262	6672		
361	,	3951	5062	7179	4959	3841	6262	6666		
362	,	5157	6264	7379	5759	3745	6466	6268		
363	,	5151	6464	7379	5963	3739	6464	6672		
364	,	5153	6464	7375	5961	3941	6266	6668		
365	,	5153	6464	7379	5559	3543	6262	6268		
366	,	5151	6064	7375	5963	3543	6466	6668		
367	,	5151	6264	7579	6167	4141	6466	7072		
368	,	5153	6062	7979	5759	3941	6672	6668		
369	,	5159	6262	7575	5759	3947	6670	6868		
370	,	3953	6464	7373	0000	3939	6466	6872		
371	,	3957	6264	7375	5961	3947	6264	6668		
372	,	5157	6464	7579	5765	3939	7070	6670		
373	,	5357	6262	7577	5763	3543	6466	6868		
374	,	5153	6266	7175	0000	3539	6266	6468		
375	,	5153	6464	7579	5563	4147	6272	6068		
376	,	5151	6064	7379	6163	3537	6266	6868		
377	,	5151	5064	7373	5963	3539	6470	6666		
378	,	5157	6264	7373	5763	3945	6264	7070		
379	,	5153	6264	7173	6163	3737	6470	6672		
380	,	5357	6262	7375	4957	3737	6270	6668		
381	,	5161	6262	7379	5159	3339	6266	6668		
382	,	3951	6464	7375	5567	3737	6066	6668		
383	,	3939	6060	7173	5159	3941	7272	6868		
384	,	5157	6266	0000	5967	3941	6472	6868		
385	,	3939	6464	7579	5961	3941	6062	6670		
386	,	3953	6464	7379	5159	3539	6466	6870		
387	,	3951	6064	7379	5359	3545	6264	6870		
388	,	5153	6464	7373	5961	3739	6264	6668		
389	,	5151	6464	7379	4961	3739	6472	6668		
390	,	3959	5060	7377	5357	3739	6066	6668		
391	,	5159	6264	7379	5959	3537	6266	7072		
392	,	3953	6062	0000	5359	3941	6270	6666		
393	,	5151	6062	7375	5959	3739	6264	6668		
394	,	5153	6666	0000	5159	3941	6264	6668		
395	,	5157	6266	7579	6161	4147	6262	7072		
396	,	3951	6262	0000	5961	3739	6266	6668		
397	,	0000	6266	0000	6161	3541	6464	7072		
398	,	5151	6262	7171	4955	3741	6262	6668		
399	,	5157	6062	7173	5761	4141	7070	6666		
400	,	5153	6266	7379	5159	4141	6270	6870		
401	,	5151	5060	7577	5763	4141	6672	6466		
402	,	5157	6264	7375	4949	3941	6270	6666		
403	,	5157	6264	7379	6367	4141	6464	6666		
404	,	3951	6464	0000	5959	4141	6464	6668		
405	,	5153	6262	7577	5761	3743	6472	6868		
406	,	5161	6464	7577	5761	4141	6264	6668		
407	,	5151	6264	7373	5367	4141	6472	6668		
408	,	3951	6464	7373	6163	3537	6264	6666		
409	,	3951	6264	7177	5967	3739	6064	6670		
410	,	5157	6466	7373	5159	4143	6464	6668		
411	,	3951	6062	7173	5963	4949	6672	6668		
412	,	3951	6062	7175	5759	3941	6672	6670		
413	,	3951	6262	7577	6163	3939	7070	6668		
414	,	3939	6264	7379	5959	4141	6262	6672		
415	,	5357	6264	7575	5167	3941	6264	6668		
416	,	5357	6264	7179	5157	3941	6466	6670		
417	,	3951	6264	7579	5959	4141	6466	6668		
418	,	5153	6262	7777	6163	4141	6466	6466		
419	,	5151	6262	7577	5959	3739	6264	6672		
420	,	5153	6064	7377	5167	4141	6266	6668		
421	,	5151	5662	7377	6161	3535	6668	6466		
422	,	5157	6464	6977	4963	3941	7272	6670		
423	,	5357	5062	7375	5961	3939	6472	6266		
424	,	3939	0000	7375	5757	3739	6264	6668		
425	,	5151	6262	7373	5959	3945	6266	6668		
426	,	5151	0000	7375	5967	4141	6672	6668		
427	,	5157	6264	7579	5963	3941	6472	6668		
428	,	3951	6062	7579	6767	3947	6264	6670		
429	,	5151	6464	7375	5961	3941	6264	6668		
430	,	5153	6262	7375	5963	4147	6272	6670		
431	,	5151	6262	7177	5967	3947	6262	6670		
432	,	5157	6264	7179	5959	3739	6272	6666		
433	,	5151	6264	7379	4959	3537	6266	7072		
434	,	3951	5662	7375	6167	3537	6470	6868		
435	,	5161	0000	0000	5963	3941	6464	6666		
436	,	5159	6464	7373	5163	3741	6466	6668		
437	,	5157	6264	7373	6163	3745	6468	6668		
438	,	3951	6262	7379	6367	3337	6472	6870		
439	,	5151	6264	7375	5963	3941	6872	6668		
440	,	3951	6262	7373	4961	3941	6270	7070		
441	,	5157	6264	6973	5559	3939	6666	6668		
442	,	3959	5062	7179	5959	3939	6264	6668		
443	,	5151	6464	7577	6363	3741	6472	6670		
444	,	5151	6062	7979	6167	3949	6470	6666		
445	,	5161	6262	7373	5767	3739	6270	6668		
446	,	5151	6264	7979	5963	4747	6672	6872		
447	,	5153	6264	0000	5159	3943	6262	6668		
448	,	5151	6264	7979	5967	3741	6672	6870		
449	,	5153	6264	7375	6367	3941	6466	6068		
450	,	5153	5060	7575	5967	3939	6264	6668		
451	,	3953	0000	7379	5961	3939	6266	6870		
452	,	5151	5664	0000	5763	3539	6266	7070		
453	,	5161	6264	7171	5761	4347	7072	6868		
454	,	5153	6262	7373	6363	3739	6470	6068		
455	,	5357	6264	7173	5961	3941	6670	6868		
456	,	5151	6262	7579	5961	3939	6264	6868		
457	,	5151	6264	7179	5759	3947	6666	6668		
458	,	5153	6464	7173	6363	4143	6670	6868		
459	,	5153	6262	0000	4963	3947	6264	6666		
460	,	5161	6262	0000	4959	3941	6464	6868		
461	,	3957	6262	7379	6363	3339	6262	6668		
462	,	5157	6464	7173	5759	3539	6466	6068		
